AML,ALL,MLL,MLL,AML,ALL,ALL,MLL,MLL,ALL,MLL,ALL,AML,AML,MLL,MLL,AML,MLL,ALL,AML,MLL,AML,MLL,AML,ALL,ALL,MLL,MLL,ALL,MLL,AML,AML,AML,AML,ALL,ALL,ALL,AML,MLL,AML,ALL,AML,AML,ALL,AML,ALL,ALL,AML,MLL,ALL,ALL,AML,AML,ALL,ALL,ALL,MLL,MLL,ALL,MLL,AML,AML,AML,AML,MLL,ALL,AML,MLL,ALL,AML,AML,AML
8538.0,1566.0,1127.0,-412.0,3673.0,-231.0,289.0,519.0,100.0,3048.0,-599.0,673.0,2292.0,17721.0,146.0,293.0,5727.0,1377.0,-335.0,6465.0,10.0,4256.0,1288.0,11898.0,-173.0,201.0,2097.0,1208.0,-177.7,2614.0,7385.0,2097.0,2946.0,2829.0,300.0,333.0,-415.0,2911.0,-116.0,5764.0,-398.0,1046.0,4684.0,339.0,5712.0,145.0,159.0,549.0,2496.0,-345.0,-313.0,10005.0,7620.0,1309.0,81.0,305.0,1081.0,2371.0,1143.0,-144.0,2976.0,-481.0,6581.0,6129.0,-323.0,178.0,4333.0,-232.0,1796.0,4691.0,4946.0,4742.0
7651.0,330.0,8123.0,21633.0,5027.0,422.0,1624.0,562.0,12215.0,9269.0,14204.0,652.0,1469.0,775.0,17902.0,6209.0,1035.0,15166.0,564.0,1334.0,14351.0,5814.0,10942.0,852.0,976.0,286.0,6101.0,11496.0,619.8,22176.0,5121.0,6310.0,13176.0,18554.0,1711.0,758.0,587.0,21632.0,7243.0,7194.0,3811.0,20294.0,4222.0,446.0,3111.0,618.0,1600.0,14839.0,4956.0,569.0,616.0,890.0,1314.0,621.0,2231.0,123.0,4281.0,14369.0,2011.0,9413.0,14657.0,24183.0,1426.0,4972.0,10157.0,447.0,13132.0,16903.0,6229.0,1761.0,10498.0,8965.0
8877.0,6914.0,11266.0,14244.0,3517.0,4378.0,3155.0,10242.0,7840.0,462.0,12039.0,1903.0,6577.0,4349.0,17004.0,1392.0,3354.0,10470.0,4456.0,2782.0,21890.0,2789.0,4177.0,5086.0,8697.0,8457.0,8416.0,8028.0,1993.2,13992.0,9133.0,2563.0,5860.0,2616.0,4782.0,4226.0,4048.0,5840.0,4824.0,1096.0,2528.0,4513.0,4056.0,2836.0,4462.0,270.0,3046.0,3556.0,4170.0,3657.0,7098.0,4653.0,11269.0,1097.0,5249.0,1700.0,15040.0,3653.0,2037.0,14226.0,5014.0,6074.0,2315.0,6913.0,6067.0,9750.0,2840.0,9896.0,2435.0,1535.0,3207.0,3185.0
11191.0,1225.0,31297.0,28265.0,2734.0,82.0,1454.0,16033.0,36796.0,480.0,2480.0,130.0,3942.0,12404.0,34471.0,40023.0,850.0,32781.0,-13.0,3680.0,28716.0,1876.0,31592.0,1760.0,1908.0,960.0,30492.0,36905.0,-111.0,32472.0,19436.0,11761.0,22495.0,37299.0,1603.0,113.0,2578.0,18723.0,12046.0,19053.0,3521.0,40417.0,24840.0,19.0,21033.0,92.0,346.0,36616.0,20470.0,569.0,165.0,6370.0,10527.0,262.0,2482.0,1164.0,17099.0,33190.0,17.0,32022.0,43232.0,8119.0,9392.0,24773.0,17926.0,2830.0,36833.0,9090.0,1035.0,7146.0,6552.0,27703.0
9774.0,21208.0,18459.0,23530.0,3465.0,17383.0,9828.0,11254.0,9321.0,12190.0,5790.0,15998.0,4528.0,8746.0,22142.0,7761.0,1370.0,16480.0,10705.0,2270.0,15648.0,7924.0,11856.0,6516.0,11799.0,16426.0,10152.0,9442.0,17050.5,29901.0,9704.0,4010.0,9139.0,5109.0,17192.0,17817.0,15974.0,4342.0,3987.0,5289.0,11945.0,9576.0,5872.0,14492.0,12243.0,4765.0,15644.0,9028.0,8213.0,9272.0,12383.0,8572.0,10410.0,9843.0,15202.0,12829.0,7303.0,14325.0,13042.0,17311.0,3169.0,594.0,4522.0,4620.0,13398.0,24903.0,11570.0,4742.0,10146.0,7859.0,2999.0,12053.0
9500.0,4859.0,7686.0,6057.0,8244.0,1108.0,2740.0,1596.0,1079.0,5034.0,600.0,5529.0,13602.0,10937.0,9189.0,1035.0,11887.0,8548.0,6849.0,15197.0,4606.0,12252.0,4089.0,7379.0,3264.0,4659.0,7947.0,9127.0,3853.3,6087.0,5797.0,11742.0,12892.0,14830.0,5670.0,3144.0,4561.0,10688.0,3271.0,10831.0,573.0,4876.0,4009.0,1240.0,10329.0,1697.0,6646.0,11758.0,1637.0,-393.0,1344.0,9930.0,8618.0,9041.0,7397.0,-473.0,-494.0,3218.0,8682.0,5779.0,4713.0,2554.0,11590.0,10896.0,9349.0,5339.0,10296.0,-4.0,5309.0,9011.0,6386.0,10012.0
178.0,6855.0,12095.0,24358.0,45.0,11528.0,927.0,25046.0,10702.0,63.0,9897.0,15461.0,103.0,335.0,22981.0,14484.0,40.0,6621.0,20435.0,158.0,21663.0,9510.0,6364.0,203.0,5995.0,8868.0,23727.0,23674.0,14632.3,8124.0,149.0,406.0,105.0,275.0,16900.0,19573.0,11160.0,326.0,8457.0,137.0,6380.0,165.0,20.0,21592.0,158.0,4344.0,1280.0,123.0,7049.0,1599.0,8794.0,118.0,273.0,522.0,5443.0,10812.0,308.0,5237.0,4731.0,22034.0,82.0,1.0,658.0,330.0,6874.0,6528.0,127.0,14719.0,12149.0,100.0,79.0,86.0
19186.0,5889.0,23473.0,16775.0,21492.0,2010.0,4259.0,6031.0,15567.0,22443.0,2742.0,5300.0,18529.0,12005.0,23229.0,9628.0,9595.0,23098.0,4880.0,19789.0,16386.0,15355.0,18240.0,21641.0,3524.0,1860.0,19099.0,21756.0,4652.7,24385.0,21793.0,14679.0,19452.0,23908.0,4325.0,1723.0,3892.0,24046.0,6092.0,20063.0,11662.0,31227.0,19412.0,3272.0,27530.0,3279.0,9878.0,20702.0,9431.0,4067.0,1946.0,21588.0,24152.0,8329.0,7443.0,1747.0,9084.0,18197.0,6360.0,12766.0,30242.0,14582.0,13429.0,23978.0,21130.0,7082.0,22041.0,7791.0,16589.0,19997.0,19574.0,19847.0
2058.0,3790.0,1463.0,1578.0,1152.0,14722.0,3457.0,1042.0,1202.0,10998.0,1336.0,19304.0,2344.0,2120.0,1916.0,382.0,1808.0,2926.0,3620.0,1796.0,1109.0,8239.0,2124.0,2253.0,5429.0,13760.0,1115.0,1493.0,3994.1,1485.0,1674.0,2517.0,2682.0,2557.0,5863.0,6899.0,3089.0,1304.0,1274.0,1111.0,10290.0,1476.0,994.0,8081.0,1899.0,9499.0,9252.0,2385.0,885.0,3181.0,3670.0,1974.0,2353.0,2564.0,11038.0,3889.0,6609.0,1841.0,4792.0,1408.0,1285.0,665.0,1053.0,1009.0,2174.0,8466.0,1854.0,1428.0,11753.0,1800.0,2014.0,2152.0
4805.0,6498.0,2754.0,7488.0,1076.0,10783.0,4623.0,2870.0,5162.0,10338.0,9397.0,2048.0,1140.0,1608.0,4869.0,3159.0,2000.0,6943.0,9130.0,1696.0,9456.0,3650.0,2132.0,3442.0,10664.0,8732.0,4627.0,5078.0,2899.8,7536.0,1777.0,2510.0,3392.0,1523.0,4950.0,5008.0,4618.0,2304.0,3067.0,2071.0,9553.0,1976.0,1955.0,3083.0,1936.0,2990.0,4883.0,1824.0,4184.0,3750.0,7316.0,2942.0,2124.0,3181.0,4758.0,2032.0,27480.0,6614.0,2257.0,5634.0,2910.0,7248.0,3374.0,2011.0,5662.0,8881.0,3557.0,9260.0,1910.0,4698.0,3805.0,3474.0
2515.0,1000.0,2561.0,12950.0,3156.0,1050.0,973.0,1373.0,1948.0,2279.0,2815.0,308.0,3634.0,3349.0,540.0,446.0,2835.0,1556.0,2925.0,3228.0,2588.0,3022.0,727.0,2949.0,1395.0,105.0,1023.0,1578.0,775.4,5284.0,3687.0,3343.0,1846.0,2887.0,1408.0,2704.0,1574.0,7702.0,1088.0,3169.0,986.0,1977.0,767.0,616.0,2658.0,2117.0,1101.0,3673.0,499.0,1381.0,1457.0,2429.0,3337.0,1794.0,353.0,799.0,517.0,1228.0,1243.0,1745.0,1542.0,35026.0,5923.0,2211.0,1587.0,1734.0,23760.0,1048.0,1280.0,2321.0,4188.0,4923.0
929.0,8112.0,1601.0,3843.0,1078.0,8352.0,7031.0,1130.0,1118.0,10522.0,7433.0,7234.0,425.0,588.0,1900.0,282.0,877.0,1562.0,12745.0,538.0,469.0,1687.0,431.0,1659.0,7702.0,7873.0,1179.0,1316.0,4950.5,1275.0,509.0,689.0,877.0,597.0,11271.0,11837.0,8225.0,1581.0,1095.0,911.0,1370.0,257.0,614.0,12850.0,626.0,13982.0,6029.0,917.0,1461.0,9333.0,3634.0,380.0,1711.0,4618.0,4678.0,2364.0,746.0,866.0,6703.0,3860.0,574.0,986.0,836.0,1706.0,3483.0,5862.0,304.0,3186.0,4001.0,125.0,1581.0,756.0
2514.0,664.0,18826.0,6894.0,4363.0,253.0,20316.0,15321.0,792.0,2944.0,450.0,11137.0,9237.0,4033.0,552.0,1251.0,5805.0,9557.0,1186.0,2486.0,313.0,2424.0,23033.0,6736.0,2358.0,274.0,18676.0,19638.0,13333.6,4774.0,9324.0,3462.0,5323.0,3389.0,652.0,12145.0,256.0,2385.0,9773.0,12080.0,131.0,3952.0,6762.0,2966.0,8035.0,10283.0,1293.0,7642.0,14725.0,1533.0,7.0,2071.0,9800.0,18441.0,8381.0,352.0,6003.0,19184.0,17418.0,11814.0,116.0,-14.0,5221.0,3113.0,26134.0,136.0,1476.0,1429.0,11790.0,1914.0,4569.0,6642.0
16021.0,278.0,3856.0,18354.0,773.0,538.0,5882.0,8682.0,4536.0,607.0,16313.0,6104.0,319.0,2604.0,8208.0,2974.0,422.0,6280.0,3548.0,594.0,1884.0,2583.0,6243.0,1900.0,3799.0,1219.0,2834.0,4724.0,4996.2,23949.0,9229.0,2494.0,1696.0,7299.0,10064.0,1460.0,972.0,2511.0,7880.0,7653.0,600.0,3681.0,273.0,1808.0,1680.0,1651.0,6819.0,12470.0,2293.0,4446.0,1429.0,955.0,2606.0,462.0,2410.0,119.0,5208.0,909.0,532.0,5511.0,6890.0,15032.0,661.0,1572.0,11235.0,284.0,11237.0,8688.0,1006.0,1154.0,3055.0,4791.0
17768.0,1120.0,-362.0,157.0,233.0,-38.0,8064.0,181.0,-616.0,-1037.0,-19.0,2552.0,845.0,1159.0,652.0,462.0,-113.0,2097.0,327.0,701.0,-779.0,1526.0,-241.0,1480.0,10474.0,5261.0,7.0,-425.0,99.0,420.0,14630.0,480.0,4140.0,6372.0,1452.0,1419.0,1961.0,1962.0,-201.0,14905.0,284.0,4270.0,1070.0,1323.0,899.0,-48.0,8023.0,36145.0,-435.0,2932.0,6726.0,857.0,5365.0,864.0,5412.0,478.0,148.0,-128.0,5032.0,2187.0,-248.0,138.0,-180.0,1507.0,1681.0,5751.0,1045.0,1056.0,-501.0,787.0,24538.0,383.0
2399.0,14835.0,2.0,938.0,809.0,17955.0,5441.0,513.0,345.0,5981.0,1325.0,19748.0,1326.0,1069.0,1031.0,975.0,619.0,421.0,13756.0,1499.0,1230.0,1230.0,1060.0,1227.0,16349.0,14306.0,332.0,13.0,15467.9,947.0,496.0,1571.0,422.0,1210.0,18321.0,16389.0,9304.0,1045.0,670.0,171.0,14431.0,-24.0,637.0,19437.0,1126.0,4416.0,12387.0,1127.0,727.0,7822.0,16394.0,1516.0,1371.0,3460.0,6382.0,3421.0,410.0,216.0,20824.0,1045.0,1170.0,972.0,2285.0,556.0,344.0,6895.0,285.0,773.0,17369.0,878.0,496.0,1451.0
482.0,862.0,13681.0,20111.0,1236.0,24742.0,1543.0,14551.0,11552.0,271.0,11155.0,1185.0,2834.0,4263.0,15447.0,9123.0,1424.0,11214.0,202.0,1523.0,22087.0,3186.0,4270.0,4010.0,18149.0,9294.0,14731.0,16690.0,1508.5,24206.0,5897.0,1196.0,3197.0,2998.0,1845.0,2315.0,1727.0,2117.0,7604.0,1152.0,1060.0,1150.0,4418.0,3456.0,5928.0,877.0,1694.0,5489.0,9979.0,988.0,12257.0,3305.0,5163.0,789.0,8764.0,552.0,7807.0,10797.0,10336.0,19544.0,3739.0,8522.0,3089.0,4300.0,10273.0,18291.0,12465.0,10863.0,7432.0,2272.0,520.0,929.0
25548.0,390.0,1336.0,3306.0,210.0,312.0,2692.0,8969.0,573.0,559.0,416.0,389.0,710.0,9625.0,789.0,1518.0,1341.0,1237.0,629.0,766.0,410.0,470.0,533.0,373.0,240.0,615.0,1169.0,552.0,428.4,1174.0,3615.0,959.0,732.0,25970.0,635.0,1989.0,337.0,27074.0,370.0,2398.0,580.0,34731.0,17758.0,297.0,4357.0,302.0,2296.0,12189.0,497.0,836.0,703.0,13244.0,1551.0,689.0,2001.0,204.0,1704.0,1210.0,808.0,3043.0,1103.0,4722.0,3808.0,485.0,554.0,735.0,26430.0,1109.0,1899.0,19821.0,4392.0,7012.0
6669.0,13881.0,4466.0,2359.0,-52.0,17861.0,13545.0,4238.0,2063.0,11312.0,11771.0,14970.0,70.0,25.0,5638.0,1243.0,1.0,2304.0,18525.0,-71.0,2028.0,3025.0,5429.0,-73.0,13408.0,11211.0,4700.0,544.0,14650.4,53.0,178.0,7.0,16.0,179.0,15170.0,16363.0,14513.0,11.0,1419.0,30.0,15278.0,596.0,306.0,16957.0,-58.0,5536.0,16739.0,162.0,2431.0,18762.0,13621.0,23.0,37.0,13869.0,9771.0,7426.0,35.0,1091.0,5817.0,7816.0,-45.0,14.0,23.0,-72.0,9389.0,7968.0,54.0,2528.0,9256.0,119.0,83.0,3244.0
