AML,AML,B_cell,AML,B_cell,B_cell,AML,B_cell,B_cell,AML,B_cell,AML,B_cell,AML,B_cell,AML,B_cell,B_cell,AML,AML,B_cell,AML,B_cell,T_cell,B_cell,T_cell,T_cell,B_cell,B_cell,AML,B_cell,AML,B_cell,B_cell,B_cell,B_cell
0.917372058709,0.173254640056,0.0583986953483,0.510988584298,0.157800729984,0.285004271181,0.317232274598,0.11803991613,0.0562242758406,0.391550827056,0.106002950998,1.0,0.0609614040537,0.440941213015,0.0671740312185,0.437524268075,0.0128912013668,0.110041158655,0.126349304962,0.440319950299,0.0173176982216,0.147316921643,0.0622039294867,0.168750485361,0.061970955968,0.101654111983,0.0583986953483,0.0935776966685,0.115710180943,0.176283295799,0.0313737671818,0.846936398229,0.0,0.161295332764,0.0455851518211,0.134192746758
0.473376444689,0.443244358833,0.650729223996,0.800976884975,0.0,0.326155751238,0.659741331866,0.805379746835,0.882498624106,0.880090809026,0.681342872867,0.471106219042,0.480324711062,0.518712162906,0.519606494221,0.416345624656,0.551114474408,0.435264171712,0.503508530545,0.630847550908,0.328838745184,0.504678040726,0.600440286186,0.394124931205,0.892680242157,0.395500825537,0.660360484315,0.318794716566,0.797261970281,0.532746285085,0.585099064392,0.933269124931,0.966359383599,0.171436433682,0.766510731976,1.0
0.031493745401,0.0223325974982,0.0109639440765,0.0663355408389,0.013097866078,0.0417218543046,0.0413539367182,0.164863870493,0.0814201618837,0.0324135393672,0.00209713024283,0.0100073583517,0.0213392200147,0.00437821927888,0.00298013245033,0.00493009565857,0.00647534952171,0.143156732892,0.0108167770419,0.000551876379691,0.228292862399,0.0328182487123,0.0417218543046,0.0163723325975,0.010080941869,0.0,0.0136865342163,0.103274466519,0.0105224429728,0.088778513613,0.0578366445916,0.0138704930096,0.00301692420898,0.00894039735099,0.23885209713,0.57825607064
0.2987901996,0.107052085804,0.050323630079,0.365820597106,0.12152224745,0.0294486427869,0.293232573113,0.0383950659121,0.0613711071199,0.485479006405,0.0454098749534,0.0860076586804,0.0301941780474,0.403199024027,0.0557118167339,0.54417296418,0.0243315598631,0.0733335592531,0.183774441696,0.106137110712,0.0890914636213,0.89759056559,0.0307363855095,0.0465959537768,0.0540851943475,0.0600494764309,0.0690975634552,0.0350740452065,0.0468331695415,0.614761598156,0.05218746823,0.127960961063,0.0408349994917,0.0365651157274,0.0591006133722,0.0
0.0111212675198,0.036943936624,0.341026812919,0.0287934186472,0.186014625229,0.0287934186472,0.0329067641682,0.365173674589,0.420018281536,0.0663467397928,0.290143205363,0.0472273004266,0.638254113346,0.0,0.722577696527,0.0239945155393,0.266529555149,0.320536258379,0.0351157830591,0.0389244363193,0.137263863498,0.0361060329068,0.217550274223,0.066042047532,0.465798293723,0.0336684948202,0.0784582571603,0.271404631322,0.451477757465,0.0412858013406,0.423293723339,0.0936928702011,0.22585313833,0.719683120049,0.416971358927,0.632845825716
0.344029574861,0.0800739371534,0.743438077634,0.486802218115,0.349870609982,0.654639556377,0.221811460259,0.866025878004,0.70550831793,0.133234750462,0.319334565619,0.352606284658,1.0,0.399926062847,0.66898336414,0.14876155268,0.537005545287,0.149500924214,0.237264325323,0.384842883549,0.285249537893,0.135157116451,0.428835489834,0.423290203327,0.552014787431,0.0669870609982,0.0337153419593,0.498484288355,0.793049907579,0.206136783734,0.484436229205,0.141663585952,0.0,0.270166358595,0.521922365989,0.487541589649
0.559690439162,0.705065540991,0.608272235799,0.467784936681,0.878508479597,0.391357476116,0.595534325705,0.599015033696,0.492779382359,0.171517440569,0.567503517737,0.548359623787,0.697252462416,0.658779530475,0.71417462786,0.365918684737,0.898541064949,0.776642227653,0.577982670518,0.773494778938,0.284936680738,0.349588980227,0.751462637932,0.209397911575,0.35277345775,0.0476931052359,0.0147744945568,0.581685551359,0.632303932459,0.118084870029,0.805228467748,0.376916240835,0.523920610235,0.591090868696,0.477486484485,0.616492631267
0.96353691887,0.085870556062,0.0998176845943,0.769917958067,0.408021877849,0.101823154057,0.530173199635,0.19097538742,0.723701002735,0.773473108478,0.109298085688,0.57775752051,0.156517775752,0.660711030082,0.0131267092069,0.657702825889,0.109298085688,0.00975387420237,0.460619872379,0.469006381039,0.18450319052,0.949498632634,0.135460346399,0.398176845943,0.150774840474,0.0514129443938,0.0132178669098,0.0227894257065,0.191431175934,0.631175934366,0.0292616226071,0.572288058341,0.17128532361,0.0598906107566,0.0327256153145,0.0134001823154
0.139771565708,0.318563619395,0.148526732145,0.112972756766,0.472467890316,0.0936847251233,0.1413714946,0.182525221101,0.178747611217,0.0830185325097,0.145326874361,0.103506510822,0.268210301764,0.079507577441,0.206213057197,0.330385316208,0.111683925159,0.226834362917,0.13510510644,0.128083196302,0.109684014044,0.174747788987,0.170659081819,0.0324874450024,0.125283320741,0.162081685258,0.0989289364917,0.233367405893,0.208212968313,0.0811075063331,0.0651526598818,0.0,0.141638149416,0.0658192969201,0.582774098929,0.221323496733
0.083711479851,0.032847951236,0.182323061294,0.0202505926177,0.0230274297325,0.286488316966,0.0667118184897,0.105926176769,0.0589908567558,0.0291229258381,0.138300033864,0.189366745682,0.0634608872333,0.0556044700305,0.0866237724348,0.0437521164917,0.0398239078903,0.0329156789705,0.0797155435151,0.0857433118862,0.032170673891,0.0291229258381,0.0239078902811,1.0,0.0386048086692,0.336403657298,0.270301388419,0.00697595665425,0.028174737555,0.0202505926177,0.00663731798171,0.00677277345073,0.018557399255,0.0591263122249,0.0399593633593,0.108770741619
0.279704114656,0.00858595865531,0.853972657024,0.0663760649891,0.125883363054,0.22178191665,0.0186909715342,0.709926689122,0.477973713757,0.0161812297735,0.332871012483,0.0371177597252,0.556964533386,0.086586090747,0.589657222112,0.0377121722475,0.0486097351562,0.858463773859,0.167492239614,0.108777491579,0.117627633578,0.0305131761442,0.688659929991,0.0605640314378,0.283997093983,0.111023049997,0.153490522423,0.304339211413,0.551614820686,0.0398916848293,0.672874975233,0.127864738128,0.467340334192,0.0346080179645,0.299451819563,1.0
0.088997166012,0.0183463431611,0.0762690796997,0.401233033362,0.0906876149754,0.0327648784368,0.052055884254,0.104758116641,0.0732859344702,0.0531497041714,0.0894943568836,0.0746780689107,0.0896435141451,0.0560334112266,0.0699547556307,0.0836772236862,0.0913339631084,0.138964848605,0.0611047581166,0.0704022274151,0.103912892159,0.0745786307363,0.171580569781,0.0783075622732,0.0846716054293,0.0525530751255,0.0616516680754,0.0890966041863,0.0791030676677,0.0888480087506,0.0731864962959,0.0228210610053,0.0907870531497,0.000994381743151,0.0598120618505,0.195346293442
0.805891487459,0.662180603266,0.123711825326,0.915956896146,0.0,0.0181638511129,0.103524540022,0.0119994353207,0.00927015199285,0.383887817044,0.00668203849231,0.0327984565432,0.0135052468119,0.623405957367,0.020563738177,0.00583501952849,0.0112935861842,0.0263046444873,0.345066114536,0.457202014023,0.0063996988377,0.0124229448026,0.00239988706414,0.279233918404,0.0135993600301,0.0150110583031,0.0117641522752,0.00541151004659,0.0062585290104,0.967625052939,0.0145875488212,0.130393863818,0.0104465672204,0.0142110959484,0.0162345301398,0.0104936238295
0.902014510651,0.650779561593,0.357131830812,0.698479468972,0.23336677987,0.540946279716,0.709516826181,0.587488422353,0.636963569003,0.81591540599,0.583088916332,0.949791602346,0.3193115159,0.706892559432,0.496063599877,0.431614695894,0.288939487496,0.610682309355,0.818848410003,0.838993516517,0.283806730472,0.0,0.0616316764433,0.5011963569,0.555263970361,0.477269218895,0.27404291448,0.132525470824,0.473795924668,1.0,0.406568385304,0.944620253165,0.62719975301,0.750463105897,0.555418338994,0.546310589688
0.0125885129819,0.00489173194677,0.207607840454,0.00598638524955,0.0360209352444,0.0192932644614,0.0189169773886,0.135976464954,0.0232955905997,0.0404679642869,0.0290767283549,0.0343789552903,0.0257585605309,0.0275373721479,0.0438545479424,0.0265453425923,0.0355420244245,0.0511066260733,0.0181986111586,0.01826702699,0.0360893510758,0.0347894502788,0.028118906715,0.112201963534,0.0342079157117,1.0,0.990353367769,0.0322580645161,0.043786132111,0.0235692539254,0.0235692539254,0.0090650976636,0.0380392022714,0.0274689563165,0.00844935518079,0.0416994492526
0.0173046383002,0.010897541208,0.0970374021138,0.0297902634029,0.0262307650183,0.0,0.0378402059033,0.073380428235,0.0322545315153,0.0507639231148,0.0238760199332,0.0247522041509,0.0443020645091,0.000711899676907,0.0395378128251,0.0417282733695,0.0282021795082,0.0498877388971,0.0458353868901,0.041509227315,0.0288593176715,0.0254093423142,0.0469853786759,0.0346092766004,0.0326926236241,0.782651552489,0.46804665681,0.0283117025355,0.0210284212256,0.0383330595258,0.035649745359,0.0232736432835,0.030337878539,0.0226165051202,0.0173593998138,0.00750232736433
0.369890817469,0.0760778275476,0.666573348264,0.484952407615,0.0205767077268,1.0,0.185890257559,0.600573908175,0.0242161254199,0.860022396417,0.194708846585,0.521136618141,0.499160134378,0.637388017917,0.789333706607,0.634168533035,0.358132698768,0.70548712206,0.53240481523,0.497410414334,0.0747480403135,0.347354423292,0.0280655095185,0.0491321388578,0.854073348264,0.225293952968,0.373600223964,0.810960246361,0.695338745801,0.599104143337,0.0,0.548642217245,0.503849384099,0.199888017917,0.415313549832,0.484742441209
