MLL,MLL,AML,ALL,ALL,MLL,AML,MLL,AML,MLL,AML,AML,AML,AML,AML,AML,AML,MLL,MLL,ALL,AML,ALL,AML,ALL,AML,MLL,ALL,ALL,ALL,ALL,AML,MLL,ALL,ALL,AML,AML
0.0381550218341,0.107860262009,0.498744541485,0.0424126637555,0.0406113537118,0.0610262008734,0.288755458515,0.168941048035,1.0,0.103002183406,0.193504366812,0.435807860262,0.0897925764192,0.448635371179,0.682150655022,0.233187772926,0.39192139738,0.0406659388646,0.17538209607,0.0229967248908,0.288373362445,0.0694323144105,0.00644104803493,0.0144104803493,0.29153930131,0.0332423580786,0.0156113537118,0.0436681222707,0.0484716157205,0.118176855895,0.345305676856,0.0150655021834,0.0200873362445,0.199072052402,0.157805676856,0.191593886463
0.502576891106,0.625228595179,0.312884455528,0.0134663341646,0.0205735660848,0.0182460515378,0.0680798004988,0.200872817955,0.0270989193682,0.449667497922,0.542518703242,0.207730673317,0.838362427265,0.0495012468828,0.0302992518703,0.203823773899,0.0541562759767,0.738944305902,0.916583541147,0.0206483790524,0.170365752286,0.0219866999169,1.0,0.0183291770574,0.367497921862,0.591354945968,0.0204904405653,0.00677472984206,0.0623857024106,0.00860349127182,0.0379052369077,0.417040731505,0.0124272651704,0.380133000831,0.0559434746467,0.893973399834
0.350138760407,0.471785383904,0.398103607771,0.438482886216,0.0,0.461239592969,0.0585106382979,0.18038852914,0.188667900093,0.180712303423,0.258556891767,0.409944495837,0.19625346901,0.508741905643,0.222756706753,0.150185013876,0.0945883441258,0.774005550416,0.634690101758,0.0797039777983,0.175115633673,0.0755319148936,0.268455134135,0.193617021277,0.134828862165,1.0,0.315818686401,0.378677150786,0.133441258094,0.307308048104,0.142645698427,0.268131359852,0.190009250694,0.00888066604995,0.291720629047,0.257631822387
0.851510047759,0.75887686593,0.260757215698,0.0678540940867,0.0046835705881,0.372470756524,0.16743188058,0.474840227949,0.288743280345,0.731444523914,0.521560574949,0.450984011259,0.935052949727,0.245437556237,0.0431672934499,0.0656392035623,0.219251090141,0.79786816787,0.751747687054,0.0,0.575663890363,0.00556029808735,0.189880718917,0.00226103407701,0.641718385899,0.665090095286,0.00636781025771,0.0247098724131,0.0361073299033,0.0308238931315,0.0221719770205,0.416145629052,0.00445285282514,0.013635419791,0.0935099093279,0.43453383476
0.297778687686,0.542054799195,0.313235745726,0.829460538438,0.142320947214,0.363735626301,0.247892994848,0.259972020336,0.278158801651,0.38427679394,0.291568567236,0.310847237861,0.306479680622,0.334937045757,0.20206776538,0.0979629440066,0.134029412768,0.735250963934,1.0,0.561521138295,0.180093493022,0.525608216467,0.0,0.345002900331,0.390998737503,0.513665677142,0.402258846009,0.540212235985,0.315078308936,0.703381444706,0.0264783157607,0.436892210052,0.572866550653,0.39567338861,0.134234142014,0.127887535401
0.100248550124,0.576253903512,0.636925626155,0.371741762794,0.139634185202,0.133197374291,0.605761264419,0.135810337136,0.72850678733,0.292078261424,0.853100503473,0.400930469696,0.342234401886,0.580715059588,0.50175259703,0.556879739978,0.770123000446,0.617105347014,0.419412402014,0.277056911605,0.286979797336,0.383850615002,0.194251481741,0.467975272449,0.669555796316,0.32502708559,0.117137212415,0.328404818049,0.206105410745,0.341150978268,0.789051048372,0.62730227519,0.102096743356,0.35230386846,0.898349372252,0.712637817857
0.427270912358,0.26432421641,0.00706727889798,0.260610900379,0.173407865841,1.0,0.00395288480735,0.28141345578,0.0133359952086,0.254062687163,0.00415252545418,0.00590936314634,0.00654821321621,0.0108604511879,0.00806548213216,0.00175683769215,0.0262327809942,0.917548412857,0.324336194849,0.584200439209,0.000758634457976,0.617288880016,0.0,0.815891395488,0.00339389099621,0.864923138351,0.351088041525,0.354042723098,0.036973447794,0.273667398682,0.00155719704532,0.27442603314,0.460251547215,0.00247554402076,0.00407266919545,0.0129766420443
0.469224511931,0.724478036876,0.591885845987,0.181636388286,0.0527386117137,0.146014099783,0.619373644252,0.261252711497,0.348495119306,0.559822396963,0.600901572668,0.680246746204,1.0,0.760202006508,0.675094902386,0.670044739696,0.396759761388,0.728918112798,0.768099240781,0.0992984002169,0.599545824295,0.121237798265,0.435839208243,0.107002440347,0.614289587852,0.49698345987,0.00755829718004,0.00464343817787,0.0859544468547,0.141201193059,0.266811279826,0.65777521692,0.00972749457701,0.702277657267,0.569617678959,0.756609273319
0.0433357995984,0.134446675827,0.0885741464961,0.427227565796,0.481820103583,0.0348800338231,0.0749392241835,0.0265828136561,0.0918507557341,0.0920621498784,0.12155163302,0.0682803086355,0.0578162984885,0.104164464644,0.0988796110348,0.0406933727936,0.0354613677201,0.0810696543706,0.0582919353134,0.190894197231,0.0323433040905,1.0,0.014956135715,0.171123559877,0.0935419088891,0.0384208857415,0.173765986682,0.707007715886,0.162509248494,0.180107811014,0.0753620124723,0.0947045766832,0.75784800761,0.56104005919,0.103688827819,0.0487263502801
0.154749280412,0.222201181639,0.141228601727,0.295599151644,0.0724890168156,0.0679442508711,0.137176185426,0.117709437964,0.0201484623542,0.0399939403121,0.0877139827299,0.0265490077261,0.0340857445842,0.0396909559158,0.0896076352068,0.0,0.0870322678382,0.143652476897,0.244659900015,0.0690728677473,0.0332904105439,0.0368126041509,0.233752461748,0.305029540979,0.090819572792,0.317376155128,0.236327829117,0.289956067263,0.134335706711,0.205347674595,0.0349946977731,0.173685805181,0.367633691865,0.35078018482,0.00242387517043,0.0465081048326
0.0527762664299,0.0415509292403,0.069012914865,0.0466481486784,0.0576157612898,0.0363105294808,0.0634575183987,0.0112826093182,0.0928953924573,0.0178116319693,0.0498553878755,0.102574382177,0.0536067122935,0.0925517596861,0.0814409667535,0.0873686320552,0.166604621861,0.0124566879528,0.148306176799,0.0191976174795,0.0189570745397,0.00581312104464,1.0,0.0807537012113,0.137968557601,0.0711033475559,0.0387159588786,0.0,0.0248561037771,0.0256292775121,0.078176455428,0.0424386472323,0.0270610807251,0.0622548036998,0.101056670771,0.217548180178
0.0716605325828,0.103702100022,0.0580212167136,0.41401457747,1.0,0.072526520892,0.0,0.0964133650862,0.033412715595,0.0220827018835,0.0542686007072,0.0277116258931,0.00952587140074,0.114454788194,0.110702172187,0.0687739048856,0.0513098073176,0.128094104063,0.0829905462943,0.34823554882,0.0352890235982,0.513025907484,0.0621346611821,0.910731038464,0.0455365519232,0.0248249981959,0.253229414736,0.559139784946,0.49837627192,0.576387385437,0.0542686007072,0.242332395179,0.59370715162,0.750306704193,0.0216497077289,0.105073248178
0.0308245372495,0.366031818877,0.0966804344501,0.0057365764112,0.393796848707,0.586469328438,0.0737341288053,0.563675998164,0.154772831574,0.881405843659,0.20410738871,0.357121003518,0.151675080312,0.375325072663,0.258145938504,0.167393299679,0.200206516751,0.0216460149916,0.183111519045,0.510463515374,0.259140278415,0.426457090408,0.0,0.0458926112896,0.254551017286,0.0125057365764,0.000803120697568,0.0110142267095,0.777497322931,0.0259293253786,0.222540920912,1.0,0.0102111060119,0.113125286829,0.3537937892,0.0917469787364
0.185354595048,0.258539655896,0.667310113303,0.00692404532102,0.0642887117079,0.359336970206,0.0434326479228,0.0912295425934,0.104280318926,0.256986991188,0.0661770877046,0.382291229543,0.149475451112,0.104364246748,0.074737725556,0.0274443978179,0.0227444397818,0.339446076374,1.0,0.204666386907,0.00646244229962,0.251154007554,0.625807805287,0.143894250944,0.196055392363,0.0740663029794,0.0549727234578,0.0461603021402,0.241838019303,0.0066722618548,0.0127150650441,0.466470835082,0.0175828787243,0.0204783885858,0.0083927822073,0.100377675199
0.0113226830187,0.0842880963907,0.505755473078,0.182561454467,0.026598891937,0.0327577860255,0.0490559948362,0.0161906298747,0.0590608358883,0.0214082082728,0.139234037975,0.421359797752,0.142730353397,0.172180087139,0.0676940455059,0.0341563121941,0.0230487870475,0.0454252057447,0.0391856274541,0.0305524178366,0.0566672045613,0.0965252003658,0.031601312463,0.0366844171911,0.0381905222957,0.00693884137486,0.208783820128,0.169383034802,0.244768974235,0.0580119412619,0.0248507342262,0.0730998870421,0.0268678392771,0.0,0.0506158894089,0.0806573072992
0.0176995395242,0.0213449731389,0.116222179586,0.331878357636,0.212970069071,0.025757866462,0.0432655410591,0.0360226400614,0.0524270913277,0.0519953952417,0.0213929393707,0.0249424405219,0.0,0.0669128933231,0.0600057559478,0.0399558710668,0.110754029163,0.0506043745203,0.0465752110514,0.743088066002,0.0317056792018,0.948388334612,0.0477743668457,0.66097467383,0.0707501918649,0.0601496546431,0.787509593246,0.687356101305,0.262135456639,0.712730237913,0.0308422870299,0.0176515732924,0.862384881044,0.288037221796,0.0647544128933,0.0512759017652
0.462510187449,0.448736756316,0.0114099429503,0.737123064385,0.0275061124694,0.584718826406,0.0843520782396,0.398410757946,0.165484922575,0.165770171149,0.122045639772,0.23207008965,0.038630806846,0.202159739201,0.155175224124,0.0421352893236,0.117644661777,0.621230643847,0.978158109209,0.053239608802,0.171801140994,0.0400570497148,0.339038304808,0.0,0.0296251018745,0.891809290954,0.491238793806,0.370497147514,0.0546454767726,0.0268948655257,0.0497962510187,0.410391198044,1.0,0.00281173594132,0.107253463733,0.0780358598207
0.0106872882092,0.0299186144177,0.734034234078,0.0153792683986,0.00283835838619,0.25385929852,0.56816404553,0.0084861123179,0.272858922003,0.00952877458221,0.0152923798766,0.0987922495438,1.0,0.0390129463898,0.00489472007414,0.000173777044052,0.104382077794,0.0169432617951,0.0280939554552,0.00649926144756,0.508413705216,0.00535812552495,0.130854114172,0.0123092072871,0.197179019318,0.00596634517914,0.014452457497,0.0119037275176,0.0720595476004,0.00538708836563,0.0329307498479,0.0101369942364,0.00312798679294,0.0102818084398,0.0146551973818,0.778231528948
0.113405893284,0.126201221131,0.357950623839,0.426917971861,0.297796655163,0.228882399788,0.0101937881603,0.132943987258,0.00520307937351,0.29211574197,0.00472524555349,0.0133262543138,0.0355189806212,0.00584019113353,0.0,0.00111494558004,0.00509689408017,0.303212105123,0.00668967348022,0.781704273958,0.0201221130873,0.798672683833,0.00461906026015,0.98741704274,0.176108308999,0.11154765065,0.727050703478,0.599097425007,0.723015662331,0.740854791611,0.00392885585346,0.502362622777,0.952163525352,0.60445978232,0.00759224847359,0.00445978232015
